course_code,course_name,section_name,session_date,student_code,student_name,attendance_status,minutes_late,source,week_number,day_of_week,session_start_time,course_load
MATH101,Calculus I,Section 3,2026-03-07,S4128,Synthetic Student 4128,present,0,qr,5,Sunday,12:00,2
PHY101,Physics I,Section 1,2026-05-09,S4067,Synthetic Student 4067,present,1,qr,4,Monday,09:00,5
PHY101,Physics I,Section 2,2026-02-21,S4060,Synthetic Student 4060,absent,0,qr,8,Wednesday,14:00,5
PHY101,Physics I,Section 3,2026-04-25,S4147,Synthetic Student 4147,present,0,qr,8,Saturday,12:00,4
MATH101,Calculus I,Section 3,2026-04-25,S4006,Synthetic Student 4006,absent,0,qr,3,Saturday,10:00,4
STAT101,Statistics I,Section 1,2026-02-28,S4069,Synthetic Student 4069,present,0,qr,4,Saturday,10:00,5
STAT101,Statistics I,Section 1,2026-03-21,S4021,Synthetic Student 4021,present,0,qr,2,Wednesday,14:00,4
MATH101,Calculus I,Section 1,2026-04-06,S4128,Synthetic Student 4128,present,0,qr,3,Wednesday,09:00,3
PHY101,Physics I,Section 1,2026-05-09,S4080,Synthetic Student 4080,absent,0,qr,14,Monday,09:00,5
PHY101,Physics I,Section 3,2026-04-27,S4088,Synthetic Student 4088,present,0,qr,14,Sunday,12:00,4
CS101,Intro to Programming,Section 2,2026-03-02,S4158,Synthetic Student 4158,present,1,qr,11,Sunday,12:00,3
CS101,Intro to Programming,Section 3,2026-04-04,S4111,Synthetic Student 4111,present,0,qr,9,Sunday,12:00,3
MATH101,Calculus I,Section 3,2026-04-18,S4117,Synthetic Student 4117,present,0,qr,9,Wednesday,14:00,4
MATH101,Calculus I,Section 1,2026-04-04,S4110,Synthetic Student 4110,present,0,qr,2,Sunday,12:00,3
MATH101,Calculus I,Section 1,2026-05-04,S4163,Synthetic Student 4163,present,0,qr,13,Monday,09:00,2
STAT101,Statistics I,Section 3,2026-03-28,S4111,Synthetic Student 4111,absent,0,qr,14,Saturday,10:00,5
MATH101,Calculus I,Section 3,2026-02-07,S4172,Synthetic Student 4172,absent,0,qr,13,Sunday,10:00,4
PHY101,Physics I,Section 2,2026-02-09,S4069,Synthetic Student 4069,late,13,qr,1,Monday,09:00,5
MATH101,Calculus I,Section 2,2026-03-28,S4050,Synthetic Student 4050,present,0,qr,2,Saturday,10:00,5
MATH101,Calculus I,Section 2,2026-02-21,S4113,Synthetic Student 4113,late,5,qr,9,Wednesday,14:00,5
CS101,Intro to Programming,Section 2,2026-04-11,S4005,Synthetic Student 4005,late,17,qr,5,Monday,09:00,5
MATH101,Calculus I,Section 3,2026-04-25,S4105,Synthetic Student 4105,present,0,qr,9,Saturday,10:00,4
CS101,Intro to Programming,Section 1,2026-03-09,S4060,Synthetic Student 4060,present,2,qr,10,Monday,09:00,2
STAT101,Statistics I,Section 2,2026-05-11,S4004,Synthetic Student 4004,late,6,qr,5,Wednesday,14:00,2
PHY101,Physics I,Section 1,2026-03-09,S4032,Synthetic Student 4032,absent,1,qr,2,Saturday,09:00,3
MATH101,Calculus I,Section 2,2026-03-23,S4001,Synthetic Student 4001,absent,0,qr,14,Saturday,10:00,2
CS101,Intro to Programming,Section 3,2026-03-23,S4007,Synthetic Student 4007,present,0,qr,7,Saturday,10:00,3
CS101,Intro to Programming,Section 1,2026-02-09,S4147,Synthetic Student 4147,present,0,qr,12,Monday,09:00,3
PHY101,Physics I,Section 1,2026-05-11,S4094,Synthetic Student 4094,present,0,qr,3,Wednesday,14:00,5
MATH101,Calculus I,Section 1,2026-03-14,S4011,Synthetic Student 4011,present,0,qr,4,Saturday,09:00,5
STAT101,Statistics I,Section 1,2026-02-21,S4063,Synthetic Student 4063,absent,2,qr,11,Wednesday,14:00,4
PHY101,Physics I,Section 3,2026-05-02,S4073,Synthetic Student 4073,absent,0,qr,8,Sunday,12:00,2
STAT101,Statistics I,Section 1,2026-03-07,S4046,Synthetic Student 4046,present,2,qr,5,Sunday,12:00,2
CS101,Intro to Programming,Section 3,2026-04-04,S4151,Synthetic Student 4151,present,0,qr,10,Sunday,12:00,3
CS101,Intro to Programming,Section 3,2026-03-14,S4153,Synthetic Student 4153,late,11,qr,2,Monday,09:00,5
PHY101,Physics I,Section 2,2026-02-07,S4009,Synthetic Student 4009,absent,0,qr,14,Sunday,12:00,5
MATH101,Calculus I,Section 2,2026-03-28,S4123,Synthetic Student 4123,present,0,qr,6,Saturday,10:00,5
CS101,Intro to Programming,Section 2,2026-02-28,S4065,Synthetic Student 4065,absent,0,qr,11,Saturday,10:00,3
STAT101,Statistics I,Section 2,2026-05-02,S4139,Synthetic Student 4139,absent,0,qr,7,Sunday,12:00,2
CS101,Intro to Programming,Section 2,2026-03-02,S4002,Synthetic Student 4002,late,16,qr,4,Sunday,12:00,3
MATH101,Calculus I,Section 2,2026-03-23,S4151,Synthetic Student 4151,present,0,qr,7,Saturday,10:00,2
CS101,Intro to Programming,Section 1,2026-03-28,S4110,Synthetic Student 4110,present,2,qr,11,Saturday,10:00,4
PHY101,Physics I,Section 2,2026-02-09,S4156,Synthetic Student 4156,present,0,qr,3,Monday,09:00,5
CS101,Intro to Programming,Section 3,2026-05-02,S4009,Synthetic Student 4009,absent,0,qr,12,Sunday,12:00,5
CS101,Intro to Programming,Section 1,2026-04-27,S4035,Synthetic Student 4035,present,0,qr,11,Sunday,12:00,4
CS101,Intro to Programming,Section 1,2026-04-25,S4145,Synthetic Student 4145,absent,1,qr,1,Saturday,09:00,4
MATH101,Calculus I,Section 1,2026-05-04,S4168,Synthetic Student 4168,present,0,qr,8,Wednesday,14:00,2
PHY101,Physics I,Section 2,2026-03-28,S4173,Synthetic Student 4173,present,0,qr,8,Saturday,10:00,4
STAT101,Statistics I,Section 2,2026-04-04,S4089,Synthetic Student 4089,present,0,qr,9,Sunday,12:00,3
STAT101,Statistics I,Section 1,2026-03-21,S4006,Synthetic Student 4006,present,0,qr,12,Wednesday,14:00,4
STAT101,Statistics I,Section 2,2026-04-13,S4003,Synthetic Student 4003,present,0,qr,12,Wednesday,14:00,2
PHY101,Physics I,Section 1,2026-02-28,S4026,Synthetic Student 4026,excused,0,manual,4,Saturday,10:00,5
STAT101,Statistics I,Section 3,2026-03-30,S4050,Synthetic Student 4050,absent,0,qr,12,Sunday,12:00,5
MATH101,Calculus I,Section 3,2026-04-18,S4145,Synthetic Student 4145,absent,0,qr,11,Wednesday,14:00,4
MATH101,Calculus I,Section 1,2026-04-13,S4172,Synthetic Student 4172,late,0,qr,4,Wednesday,14:00,5
STAT101,Statistics I,Section 1,2026-02-21,S4130,Synthetic Student 4130,absent,0,qr,14,Wednesday,14:00,4
PHY101,Physics I,Section 1,2026-05-09,S4090,Synthetic Student 4090,present,0,qr,10,Monday,09:00,5
CS101,Intro to Programming,Section 1,2026-03-09,S4053,Synthetic Student 4053,present,0,qr,5,Monday,09:00,2
STAT101,Statistics I,Section 2,2026-04-04,S4081,Synthetic Student 4081,present,0,qr,8,Sunday,12:00,3
STAT101,Statistics I,Section 3,2026-03-16,S4052,Synthetic Student 4052,late,7,qr,1,Wednesday,14:00,5
PHY101,Physics I,Section 2,2026-02-23,S4003,Synthetic Student 4003,present,0,qr,11,Saturday,12:00,5
CS101,Intro to Programming,Section 1,2026-03-07,S4001,Synthetic Student 4001,absent,0,qr,13,Sunday,09:00,2
CS101,Intro to Programming,Section 2,2026-02-23,S4002,Synthetic Student 4002,present,0,qr,9,Saturday,10:00,5
MATH101,Calculus I,Section 3,2026-03-09,S4030,Synthetic Student 4030,absent,0,qr,12,Monday,09:00,2
STAT101,Statistics I,Section 1,2026-03-21,S4123,Synthetic Student 4123,present,1,qr,2,Wednesday,14:00,4
MATH101,Calculus I,Section 3,2026-03-09,S4034,Synthetic Student 4034,late,12,qr,5,Saturday,09:00,2
MATH101,Calculus I,Section 3,2026-04-20,S4118,Synthetic Student 4118,absent,0,qr,8,Saturday,10:00,4
MATH101,Calculus I,Section 2,2026-03-21,S4082,Synthetic Student 4082,present,0,qr,9,Wednesday,14:00,2
STAT101,Statistics I,Section 2,2026-05-02,S4101,Synthetic Student 4101,present,2,qr,11,Sunday,12:00,2
CS101,Intro to Programming,Section 1,2026-04-27,S4043,Synthetic Student 4043,present,0,qr,12,Sunday,12:00,4
MATH101,Calculus I,Section 2,2026-03-02,S4104,Synthetic Student 4104,absent,0,qr,4,Sunday,12:00,4
STAT101,Statistics I,Section 2,2026-04-11,S4135,Synthetic Student 4135,present,1,qr,9,Monday,09:00,2
PHY101,Physics I,Section 3,2026-04-25,S4095,Synthetic Student 4095,present,0,qr,6,Saturday,10:00,4
PHY101,Physics I,Section 1,2026-04-18,S4168,Synthetic Student 4168,absent,0,qr,4,Wednesday,12:00,5
STAT101,Statistics I,Section 1,2026-02-23,S4178,Synthetic Student 4178,present,0,qr,3,Saturday,10:00,4
MATH101,Calculus I,Section 2,2026-03-30,S4017,Synthetic Student 4017,absent,0,qr,10,Sunday,12:00,5
CS101,Intro to Programming,Section 1,2026-04-25,S4015,Synthetic Student 4015,present,1,qr,4,Saturday,10:00,4
CS101,Intro to Programming,Section 3,2026-03-23,S4158,Synthetic Student 4158,absent,0,qr,14,Saturday,10:00,3
PHY101,Physics I,Section 3,2026-04-25,S4010,Synthetic Student 4010,present,1,qr,2,Saturday,10:00,4
PHY101,Physics I,Section 1,2026-03-07,S4118,Synthetic Student 4118,absent,0,qr,5,Sunday,12:00,3
MATH101,Calculus I,Section 1,2026-04-06,S4175,Synthetic Student 4175,present,0,qr,12,Monday,09:00,3
PHY101,Physics I,Section 1,2026-03-21,S4046,Synthetic Student 4046,present,0,qr,8,Wednesday,14:00,4
CS101,Intro to Programming,Section 1,2026-02-07,S4001,Synthetic Student 4001,present,0,qr,4,Sunday,10:00,3
CS101,Intro to Programming,Section 3,2026-05-11,S4117,Synthetic Student 4117,present,0,qr,10,Wednesday,14:00,3
CS101,Intro to Programming,Section 3,2026-04-20,S4159,Synthetic Student 4159,late,2,qr,2,Saturday,10:00,3
PHY101,Physics I,Section 2,2026-02-23,S4153,Synthetic Student 4153,present,0,qr,9,Saturday,10:00,5
PHY101,Physics I,Section 1,2026-04-20,S4040,Synthetic Student 4040,present,1,qr,14,Saturday,10:00,5
STAT101,Statistics I,Section 2,2026-04-04,S4097,Synthetic Student 4097,late,0,qr,2,Sunday,12:00,3
STAT101,Statistics I,Section 2,2026-05-09,S4050,Synthetic Student 4050,present,0,qr,1,Monday,09:00,2
MATH101,Calculus I,Section 2,2026-02-21,S4137,Synthetic Student 4137,present,0,qr,10,Wednesday,14:00,5
PHY101,Physics I,Section 1,2026-04-20,S4147,Synthetic Student 4147,absent,0,qr,8,Saturday,10:00,5
MATH101,Calculus I,Section 3,2026-04-20,S4059,Synthetic Student 4059,present,2,qr,10,Saturday,10:00,4
CS101,Intro to Programming,Section 3,2026-02-14,S4020,Synthetic Student 4020,late,5,qr,2,Monday,09:00,3
PHY101,Physics I,Section 2,2026-04-04,S4057,Synthetic Student 4057,present,0,qr,14,Sunday,12:00,2
STAT101,Statistics I,Section 1,2026-02-14,S4101,Synthetic Student 4101,present,0,qr,2,Monday,09:00,2
STAT101,Statistics I,Section 2,2026-05-09,S4100,Synthetic Student 4100,late,14,qr,9,Monday,09:00,2
PHY101,Physics I,Section 1,2026-04-18,S4176,Synthetic Student 4176,present,0,qr,11,Wednesday,14:00,5
PHY101,Physics I,Section 3,2026-04-27,S4173,Synthetic Student 4173,absent,0,qr,3,Sunday,12:00,4
MATH101,Calculus I,Section 1,2026-03-14,S4007,Synthetic Student 4007,excused,0,manual,9,Monday,09:00,5
CS101,Intro to Programming,Section 3,2026-04-18,S4076,Synthetic Student 4076,present,1,manual,6,Wednesday,14:00,3
STAT101,Statistics I,Section 2,2026-04-06,S4085,Synthetic Student 4085,present,0,qr,11,Monday,09:00,3
PHY101,Physics I,Section 1,2026-03-09,S4127,Synthetic Student 4127,present,0,qr,8,Monday,09:00,3
MATH101,Calculus I,Section 3,2026-02-07,S4127,Synthetic Student 4127,present,0,qr,13,Sunday,12:00,4
CS101,Intro to Programming,Section 1,2026-02-07,S4012,Synthetic Student 4012,present,0,qr,14,Sunday,12:00,3
MATH101,Calculus I,Section 3,2026-02-09,S4037,Synthetic Student 4037,absent,1,qr,6,Monday,09:00,4
PHY101,Physics I,Section 3,2026-05-04,S4144,Synthetic Student 4144,present,0,qr,11,Monday,09:00,2
MATH101,Calculus I,Section 2,2026-02-16,S4119,Synthetic Student 4119,present,1,qr,3,Wednesday,14:00,4
PHY101,Physics I,Section 2,2026-02-23,S4036,Synthetic Student 4036,present,0,qr,2,Saturday,10:00,5
STAT101,Statistics I,Section 1,2026-03-23,S4142,Synthetic Student 4142,present,2,qr,10,Saturday,10:00,4
STAT101,Statistics I,Section 2,2026-04-06,S4027,Synthetic Student 4027,present,0,qr,6,Monday,09:00,3
PHY101,Physics I,Section 1,2026-04-11,S4060,Synthetic Student 4060,absent,0,qr,9,Monday,09:00,3
MATH101,Calculus I,Section 2,2026-03-23,S4021,Synthetic Student 4021,excused,0,manual,12,Saturday,09:00,2
PHY101,Physics I,Section 2,2026-02-23,S4144,Synthetic Student 4144,absent,0,qr,13,Wednesday,10:00,5
MATH101,Calculus I,Section 2,2026-05-11,S4023,Synthetic Student 4023,present,0,qr,1,Wednesday,14:00,5
PHY101,Physics I,Section 2,2026-02-07,S4128,Synthetic Student 4128,late,19,qr,7,Sunday,12:00,5
PHY101,Physics I,Section 1,2026-03-21,S4153,Synthetic Student 4153,present,1,qr,1,Wednesday,14:00,4
PHY101,Physics I,Section 1,2026-04-13,S4023,Synthetic Student 4023,present,0,qr,5,Wednesday,14:00,3
STAT101,Statistics I,Section 1,2026-02-09,S4131,Synthetic Student 4131,present,0,qr,1,Monday,09:00,3
MATH101,Calculus I,Section 2,2026-03-28,S4068,Synthetic Student 4068,late,14,qr,11,Saturday,10:00,5
CS101,Intro to Programming,Section 3,2026-05-02,S4172,Synthetic Student 4172,late,16,qr,4,Sunday,12:00,5
CS101,Intro to Programming,Section 1,2026-03-28,S4152,Synthetic Student 4152,present,1,qr,9,Saturday,10:00,4
MATH101,Calculus I,Section 2,2026-03-02,S4033,Synthetic Student 4033,present,2,qr,13,Sunday,12:00,4
CS101,Intro to Programming,Section 3,2026-03-14,S4067,Synthetic Student 4067,present,0,qr,7,Monday,09:00,5
CS101,Intro to Programming,Section 3,2026-03-21,S4166,Synthetic Student 4166,late,2,qr,10,Wednesday,14:00,3
CS101,Intro to Programming,Section 1,2026-02-07,S4066,Synthetic Student 4066,present,0,qr,9,Sunday,12:00,3
STAT101,Statistics I,Section 1,2026-03-09,S4046,Synthetic Student 4046,present,0,qr,7,Monday,09:00,2
PHY101,Physics I,Section 1,2026-03-23,S4022,Synthetic Student 4022,present,0,qr,2,Saturday,10:00,4
STAT101,Statistics I,Section 2,2026-04-04,S4129,Synthetic Student 4129,present,1,manual,7,Sunday,12:00,3
CS101,Intro to Programming,Section 3,2026-04-04,S4062,Synthetic Student 4062,present,0,qr,1,Sunday,12:00,3
STAT101,Statistics I,Section 1,2026-03-09,S4111,Synthetic Student 4111,absent,0,qr,3,Monday,09:00,2
CS101,Intro to Programming,Section 2,2026-02-28,S4065,Synthetic Student 4065,absent,0,qr,6,Saturday,10:00,3
STAT101,Statistics I,Section 2,2026-05-11,S4169,Synthetic Student 4169,absent,0,qr,3,Monday,14:00,2
STAT101,Statistics I,Section 2,2026-04-04,S4025,Synthetic Student 4025,late,7,qr,9,Sunday,12:00,3
PHY101,Physics I,Section 3,2026-03-16,S4092,Synthetic Student 4092,late,17,qr,6,Wednesday,14:00,3
CS101,Intro to Programming,Section 3,2026-04-18,S4077,Synthetic Student 4077,absent,0,qr,5,Wednesday,14:00,3
CS101,Intro to Programming,Section 1,2026-03-28,S4042,Synthetic Student 4042,present,0,manual,10,Saturday,10:00,4
PHY101,Physics I,Section 2,2026-02-21,S4030,Synthetic Student 4030,absent,0,qr,9,Wednesday,14:00,5
CS101,Intro to Programming,Section 2,2026-02-23,S4010,Synthetic Student 4010,absent,2,qr,11,Saturday,10:00,5
MATH101,Calculus I,Section 1,2026-03-14,S4080,Synthetic Student 4080,present,0,qr,6,Monday,09:00,5
MATH101,Calculus I,Section 1,2026-04-13,S4092,Synthetic Student 4092,present,0,qr,10,Wednesday,14:00,5
MATH101,Calculus I,Section 1,2026-05-02,S4018,Synthetic Student 4018,absent,2,qr,10,Sunday,12:00,2
MATH101,Calculus I,Section 2,2026-05-09,S4157,Synthetic Student 4157,present,0,qr,14,Monday,09:00,5
CS101,Intro to Programming,Section 3,2026-03-16,S4110,Synthetic Student 4110,present,0,qr,10,Wednesday,10:00,5
CS101,Intro to Programming,Section 3,2026-03-14,S4065,Synthetic Student 4065,late,0,qr,9,Monday,09:00,5
PHY101,Physics I,Section 3,2026-03-16,S4114,Synthetic Student 4114,late,12,qr,9,Wednesday,14:00,3
PHY101,Physics I,Section 2,2026-04-04,S4168,Synthetic Student 4168,present,1,qr,11,Sunday,12:00,2
MATH101,Calculus I,Section 3,2026-03-07,S4016,Synthetic Student 4016,late,17,qr,5,Sunday,12:00,2
MATH101,Calculus I,Section 3,2026-04-27,S4028,Synthetic Student 4028,present,0,qr,3,Sunday,12:00,4
PHY101,Physics I,Section 3,2026-04-27,S4119,Synthetic Student 4119,absent,0,qr,12,Sunday,12:00,4
CS101,Intro to Programming,Section 2,2026-02-23,S4030,Synthetic Student 4030,absent,0,qr,7,Monday,10:00,5
PHY101,Physics I,Section 3,2026-05-04,S4014,Synthetic Student 4014,present,0,qr,2,Monday,09:00,2
MATH101,Calculus I,Section 3,2026-04-27,S4109,Synthetic Student 4109,absent,0,qr,2,Sunday,12:00,4
STAT101,Statistics I,Section 1,2026-02-21,S4124,Synthetic Student 4124,present,0,qr,3,Wednesday,14:00,4
STAT101,Statistics I,Section 2,2026-04-11,S4008,Synthetic Student 4008,present,2,qr,5,Monday,09:00,2
MATH101,Calculus I,Section 2,2026-02-23,S4151,Synthetic Student 4151,present,0,qr,7,Saturday,10:00,5
PHY101,Physics I,Section 2,2026-04-06,S4031,Synthetic Student 4031,absent,1,qr,5,Monday,09:00,2
STAT101,Statistics I,Section 1,2026-02-09,S4046,Synthetic Student 4046,present,0,qr,12,Monday,09:00,3
MATH101,Calculus I,Section 3,2026-04-18,S4063,Synthetic Student 4063,absent,0,qr,11,Wednesday,14:00,4
MATH101,Calculus I,Section 3,2026-04-27,S4125,Synthetic Student 4125,present,0,qr,12,Sunday,12:00,4
PHY101,Physics I,Section 3,2026-03-14,S4038,Synthetic Student 4038,present,0,qr,10,Monday,09:00,3
STAT101,Statistics I,Section 1,2026-02-21,S4034,Synthetic Student 4034,late,11,qr,11,Wednesday,14:00,4
CS101,Intro to Programming,Section 1,2026-04-27,S4166,Synthetic Student 4166,absent,0,qr,12,Sunday,12:00,4
PHY101,Physics I,Section 1,2026-05-11,S4023,Synthetic Student 4023,present,1,manual,12,Wednesday,14:00,5
PHY101,Physics I,Section 2,2026-04-04,S4147,Synthetic Student 4147,present,0,qr,4,Sunday,12:00,2
CS101,Intro to Programming,Section 1,2026-02-07,S4020,Synthetic Student 4020,late,4,qr,10,Sunday,12:00,3
MATH101,Calculus I,Section 1,2026-04-04,S4126,Synthetic Student 4126,excused,0,manual,9,Sunday,12:00,3
CS101,Intro to Programming,Section 2,2026-02-21,S4086,Synthetic Student 4086,present,1,qr,12,Wednesday,14:00,5
STAT101,Statistics I,Section 2,2026-05-09,S4164,Synthetic Student 4164,present,0,qr,9,Monday,09:00,2
PHY101,Physics I,Section 1,2026-05-09,S4071,Synthetic Student 4071,present,0,qr,13,Monday,09:00,5
MATH101,Calculus I,Section 1,2026-03-14,S4065,Synthetic Student 4065,present,0,qr,9,Monday,09:00,5
MATH101,Calculus I,Section 2,2026-03-21,S4027,Synthetic Student 4027,late,5,qr,1,Wednesday,14:00,2
MATH101,Calculus I,Section 3,2026-02-09,S4083,Synthetic Student 4083,late,4,qr,5,Monday,09:00,4
MATH101,Calculus I,Section 1,2026-04-11,S4161,Synthetic Student 4161,absent,0,qr,10,Monday,09:00,5
CS101,Intro to Programming,Section 3,2026-02-16,S4051,Synthetic Student 4051,late,15,qr,5,Saturday,14:00,3
MATH101,Calculus I,Section 3,2026-04-20,S4082,Synthetic Student 4082,late,19,qr,5,Saturday,10:00,4
MATH101,Calculus I,Section 2,2026-02-16,S4048,Synthetic Student 4048,present,0,qr,7,Sunday,14:00,4
PHY101,Physics I,Section 1,2026-04-13,S4085,Synthetic Student 4085,late,4,qr,4,Wednesday,14:00,3
CS101,Intro to Programming,Section 3,2026-04-06,S4092,Synthetic Student 4092,absent,0,qr,1,Monday,09:00,3
STAT101,Statistics I,Section 2,2026-04-13,S4005,Synthetic Student 4005,absent,0,qr,1,Wednesday,14:00,2
PHY101,Physics I,Section 1,2026-04-13,S4054,Synthetic Student 4054,present,0,qr,12,Wednesday,14:00,3
PHY101,Physics I,Section 2,2026-03-28,S4122,Synthetic Student 4122,present,0,qr,8,Saturday,10:00,4
CS101,Intro to Programming,Section 2,2026-02-28,S4133,Synthetic Student 4133,present,0,qr,1,Saturday,10:00,3
PHY101,Physics I,Section 3,2026-03-14,S4140,Synthetic Student 4140,late,13,qr,9,Monday,09:00,3
CS101,Intro to Programming,Section 3,2026-02-14,S4005,Synthetic Student 4005,present,0,qr,7,Monday,09:00,3
STAT101,Statistics I,Section 3,2026-04-18,S4101,Synthetic Student 4101,late,12,qr,11,Wednesday,14:00,3
CS101,Intro to Programming,Section 3,2026-04-20,S4159,Synthetic Student 4159,late,5,qr,11,Saturday,09:00,3
PHY101,Physics I,Section 2,2026-02-09,S4033,Synthetic Student 4033,present,1,qr,5,Monday,09:00,5
MATH101,Calculus I,Section 1,2026-04-06,S4059,Synthetic Student 4059,absent,0,qr,12,Monday,09:00,3
STAT101,Statistics I,Section 3,2026-04-20,S4008,Synthetic Student 4008,present,1,qr,8,Saturday,10:00,3
MATH101,Calculus I,Section 1,2026-03-16,S4148,Synthetic Student 4148,present,0,qr,3,Wednesday,14:00,5
PHY101,Physics I,Section 2,2026-02-14,S4135,Synthetic Student 4135,absent,1,qr,3,Monday,09:00,5
CS101,Intro to Programming,Section 3,2026-03-23,S4094,Synthetic Student 4094,absent,1,qr,13,Saturday,10:00,3
PHY101,Physics I,Section 3,2026-04-25,S4040,Synthetic Student 4040,absent,1,qr,3,Saturday,10:00,4
MATH101,Calculus I,Section 1,2026-04-06,S4068,Synthetic Student 4068,late,6,qr,7,Monday,09:00,3
PHY101,Physics I,Section 1,2026-05-11,S4162,Synthetic Student 4162,present,0,qr,14,Wednesday,14:00,5
PHY101,Physics I,Section 2,2026-02-21,S4027,Synthetic Student 4027,late,0,qr,4,Wednesday,10:00,5
PHY101,Physics I,Section 1,2026-03-23,S4032,Synthetic Student 4032,absent,0,qr,12,Saturday,10:00,4
STAT101,Statistics I,Section 2,2026-04-06,S4104,Synthetic Student 4104,late,13,qr,10,Monday,09:00,3
MATH101,Calculus I,Section 3,2026-04-27,S4160,Synthetic Student 4160,present,0,qr,13,Sunday,14:00,4
MATH101,Calculus I,Section 1,2026-05-02,S4156,Synthetic Student 4156,present,1,qr,9,Sunday,12:00,2
MATH101,Calculus I,Section 3,2026-04-18,S4062,Synthetic Student 4062,absent,0,qr,11,Wednesday,14:00,4
STAT101,Statistics I,Section 1,2026-02-16,S4101,Synthetic Student 4101,present,2,qr,11,Wednesday,14:00,2
